1;01.08.2020;7;1;1
1;02.08.2020;6;1;1
1;03.08.2020;6;1;1
1;04.08.2020;6;1;1
1;05.08.2020;7;1;1
1;06.08.2020;0;1;1
1;07.08.2020;0;1;1
1;08.08.2020;9;1;1
1;09.08.2020;6;1;1
1;10.08.2020;10;1;1
1;11.08.2020;11;1;1
1;12.08.2020;7;1;1
1;13.08.2020;11;1;1
1;14.08.2020;10;1;1
1;15.08.2020;9;1;1
1;16.08.2020;8;1;1
1;17.08.2020;0;1;1
1;18.08.2020;0;1;1
1;19.08.2020;6;1;1
1;20.08.2020;11;1;1
1;21.08.2020;10;3;1
1;22.08.2020;8;3;1
1;23.08.2020;6;3;2
1;24.08.2020;10;3;2
1;25.08.2020;8;3;2
1;26.08.2020;8;3;2
1;27.08.2020;9;3;2
1;28.08.2020;9;3;2
1;29.08.2020;7;3;2
1;30.08.2020;10;3;2
1;31.08.2020;10;3;2
1;01.09.2020;8;3;2
1;02.09.2020;6;3;2
1;03.09.2020;6;3;1
1;04.09.2020;8;3;1
1;05.09.2020;9;3;1
1;06.09.2020;6;3;1
1;07.09.2020;11;2;1
1;08.09.2020;7;2;1
1;09.09.2020;9;2;1
1;10.09.2020;8;2;1
1;11.09.2020;8;2;1
1;12.09.2020;0;2;1
1;13.09.2020;0;2;1
1;14.09.2020;6;2;1
1;15.09.2020;9;2;1
1;16.09.2020;6;2;1
1;17.09.2020;10;2;1
1;18.09.2020;8;3;1
1;19.09.2020;10;3;1
1;20.09.2020;7;3;1
1;21.09.2020;8;3;1
1;22.09.2020;11;3;1
1;23.09.2020;11;3;1
1;24.09.2020;10;3;1
1;25.09.2020;9;3;1
1;26.09.2020;11;3;1
1;27.09.2020;10;3;1
1;28.09.2020;11;3;1
1;29.09.2020;10;3;1
1;30.09.2020;9;3;1
2;01.08.2020;6;3;1
2;02.08.2020;11;3;1
2;03.08.2020;9;3;1
2;04.08.2020;10;3;1
2;05.08.2020;6;3;1
2;06.08.2020;11;3;1
2;07.08.2020;7;3;1
2;08.08.2020;7;3;1
2;09.08.2020;6;3;1
2;10.08.2020;10;3;1
2;11.08.2020;7;3;1
2;12.08.2020;8;3;1
2;13.08.2020;9;3;1
2;14.08.2020;6;3;1
2;15.08.2020;8;3;1
2;16.08.2020;10;3;1
2;17.08.2020;9;3;1
2;18.08.2020;6;3;1
2;19.08.2020;6;3;1
2;20.08.2020;7;3;1
2;21.08.2020;10;3;1
2;22.08.2020;9;3;1
2;23.08.2020;6;3;1
2;24.08.2020;10;3;1
2;25.08.2020;8;3;1
2;26.08.2020;7;3;1
2;27.08.2020;11;3;1
2;28.08.2020;7;3;1
2;29.08.2020;11;3;1
2;30.08.2020;11;3;1
2;31.08.2020;7;3;1
2;01.09.2020;9;3;1
2;02.09.2020;9;3;1
2;03.09.2020;0;3;1
2;04.09.2020;0;3;1
2;05.09.2020;7;3;1
2;06.09.2020;10;3;1
2;07.09.2020;11;3;1
2;08.09.2020;10;3;1
2;09.09.2020;11;3;1
2;10.09.2020;6;3;1
2;11.09.2020;6;3;1
2;12.09.2020;9;3;1
2;13.09.2020;11;3;1
2;14.09.2020;7;3;1
2;15.09.2020;11;3;1
2;16.09.2020;10;3;1
2;17.09.2020;7;3;1
2;18.09.2020;9;3;1
2;19.09.2020;9;3;1
2;20.09.2020;10;3;1
2;21.09.2020;9;3;1
2;22.09.2020;6;3;1
2;23.09.2020;10;3;1
2;24.09.2020;9;3;1
2;25.09.2020;11;3;1
2;26.09.2020;10;3;1
2;27.09.2020;7;3;1
2;28.09.2020;6;3;1
2;29.09.2020;11;3;1
2;30.09.2020;11;3;1
3;01.08.2020;10;3;1
3;02.08.2020;7;3;1
3;03.08.2020;8;3;1
3;04.08.2020;6;3;1
3;05.08.2020;7;3;1
3;06.08.2020;11;3;1
3;07.08.2020;9;3;1
3;08.08.2020;8;3;1
3;09.08.2020;10;3;1
3;10.08.2020;8;3;1
3;11.08.2020;6;3;1
3;12.08.2020;11;3;1
3;13.08.2020;11;3;1
3;14.08.2020;9;3;1
3;15.08.2020;7;3;1
3;16.08.2020;6;3;1
3;17.08.2020;11;3;1
3;18.08.2020;9;3;1
3;19.08.2020;9;3;1
3;20.08.2020;6;3;1
3;21.08.2020;6;3;1
3;22.08.2020;7;3;1
3;23.08.2020;9;3;1
3;24.08.2020;7;3;1
3;25.08.2020;7;3;1
3;26.08.2020;8;3;1
3;27.08.2020;9;3;1
3;28.08.2020;9;3;1
3;29.08.2020;6;3;1
3;30.08.2020;6;3;1
3;31.08.2020;8;3;1
3;01.09.2020;7;3;1
3;02.09.2020;10;3;1
3;03.09.2020;11;3;1
3;04.09.2020;9;3;1
3;05.09.2020;11;3;1
3;06.09.2020;8;3;1
3;07.09.2020;8;3;1
3;08.09.2020;9;3;1
3;09.09.2020;10;3;1
3;10.09.2020;10;3;3
3;11.09.2020;7;3;3
3;12.09.2020;6;3;3
3;13.09.2020;9;3;3
3;14.09.2020;6;3;3
3;15.09.2020;8;3;3
3;16.09.2020;11;3;3
3;17.09.2020;8;3;3
3;18.09.2020;10;3;3
3;19.09.2020;0;3;3
3;20.09.2020;0;3;3
3;21.09.2020;9;3;3
3;22.09.2020;10;3;3
3;23.09.2020;8;3;1
3;24.09.2020;7;3;1
3;25.09.2020;10;3;1
3;26.09.2020;9;3;1
3;27.09.2020;7;3;1
3;28.09.2020;9;3;1
3;29.09.2020;9;3;1
3;30.09.2020;9;3;1
3;01.08.2020;11;3;1
3;02.08.2020;11;3;1
3;03.08.2020;7;3;1
3;04.08.2020;8;3;1
3;05.08.2020;7;3;1
3;06.08.2020;11;3;1
3;07.08.2020;6;3;1
3;08.08.2020;6;3;1
3;09.08.2020;8;3;1
3;10.08.2020;9;3;1
3;11.08.2020;7;3;1
3;12.08.2020;6;3;1
3;13.08.2020;8;3;1
3;14.08.2020;7;3;1
3;15.08.2020;10;3;1
3;16.08.2020;8;3;1
3;17.08.2020;9;3;1
3;18.08.2020;9;3;1
3;19.08.2020;0;3;1
3;20.08.2020;0;3;1
3;21.08.2020;6;3;1
3;22.08.2020;9;3;1
3;23.08.2020;9;3;1
3;24.08.2020;7;3;1
3;25.08.2020;10;3;1
3;26.08.2020;7;3;1
3;27.08.2020;8;3;1
3;28.08.2020;10;3;1
3;29.08.2020;10;3;1
3;30.08.2020;7;3;1
3;31.08.2020;6;3;1
3;01.09.2020;7;3;1
3;02.09.2020;6;3;1
3;03.09.2020;0;3;1
3;04.09.2020;0;3;1
3;05.09.2020;7;3;1
3;06.09.2020;10;3;1
3;07.09.2020;11;3;1
3;08.09.2020;6;3;1
3;09.09.2020;7;3;1
3;10.09.2020;9;3;1
3;11.09.2020;8;3;1
3;12.09.2020;10;3;1
3;13.09.2020;8;3;1
3;14.09.2020;8;3;1
3;15.09.2020;8;3;1
3;16.09.2020;9;3;1
3;17.09.2020;9;3;1
3;18.09.2020;10;3;1
3;19.09.2020;9;3;1
3;20.09.2020;6;3;1
3;21.09.2020;7;3;1
3;22.09.2020;6;3;1
3;23.09.2020;10;3;1
3;24.09.2020;10;3;1
3;25.09.2020;6;3;1
3;26.09.2020;9;3;1
3;27.09.2020;7;3;1
3;28.09.2020;9;3;1
3;29.09.2020;7;3;1
3;30.09.2020;8;3;1
4;01.08.2020;6;3;1
4;02.08.2020;7;3;1
4;03.08.2020;6;2;1
4;04.08.2020;11;2;2
4;05.08.2020;10;2;2
4;06.08.2020;10;2;2
4;07.08.2020;9;2;2
4;08.08.2020;7;2;2
4;09.08.2020;6;2;2
4;10.08.2020;10;2;2
4;11.08.2020;11;2;2
4;12.08.2020;7;2;2
4;13.08.2020;9;2;2
4;14.08.2020;9;3;2
4;15.08.2020;6;3;1
4;16.08.2020;9;3;1
4;17.08.2020;9;3;1
4;18.08.2020;7;3;1
4;19.08.2020;7;3;1
4;20.08.2020;8;3;1
